date,store,machine_id,spins,bb,rb,event_frag,合算確率,BB確率,Rb確率,投入枚数(IN),払出枚数(OUT),利益(円),1Gあたり利益,稼働率,設定1差分,設定2差分,設定3差分,設定4差分,設定5差分,設定6差分,最小差分,推定設定,データ異常,設定信頼度,店舗日ID,イベント名
2026/03/23,1,5,8209,34,22,1,146.5892857,241.4411765,373.1363636,24627,10272,287100,34.97380923,0.7969902913,85.35427807,46.35427807,80.26336898,137.263369,159.1457219,228.6457219,46.35427807,2,0,33.90909091,1_46104,特定日
2026/03/23,1,6,1171,2,3,1,234.2,585.5,390.3333333,3513,768,54900,46.88300598,0.1136893204,340.5,323.5,401,482,529,598.5,323.5,2,0,17,1_46104,特定日
2026/03/23,1,7,3981,10,11,1,189.5714286,398.1,361.9090909,11943,3456,169740,42.63752826,0.3865048544,195.7363636,162.7363636,170.9636364,251.9636364,298.9636364,368.4636364,162.7363636,2,0,8.227272727,1_46104,特定日
2026/03/23,1,8,604,2,1,1,201.3333333,302,604,1812,576,24720,40.92715232,0.0586407767,321.5,360.5,438,519,566,635.5,321.5,1,0,39,1_46104,特定日
2026/03/23,1,9,2255,5,5,1,225.5,451,451,6765,1680,101700,45.09977827,0.2189320388,241,280,357.5,438.5,485.5,555,241,1,0,39,1_46104,特定日
2026/03/23,1,10,2674,8,6,1,191,334.25,445.6666667,8022,2496,110520,41.33133882,0.2596116505,116.25,155.25,232.75,313.75,360.75,430.25,116.25,1,0,39,1_46104,特定日
2026/03/23,2,1,3799,11,15,0,146.1153846,345.3636364,253.2666667,11397,4080,146340,38.52066333,0.3688349515,305.9636364,272.9636364,203.4636364,146.4636364,127.4636364,152.7636364,127.4636364,5,0,19,2_46104,通常
2026/03/23,2,2,476,1,0,0,476,476,,1428,240,23760,49.91596639,0.04621359223,816.5,783.5,714,657,638,590.5,590.5,6,1,47.5,2_46104,通常
2026/03/23,2,3,6798,27,21,0,141.625,251.7777778,323.7142857,20394,8496,237960,35.00441306,0.66,149.1507937,110.1507937,32.65079365,52.79365079,95.34920635,164.8492063,32.65079365,3,0,20.14285714,2_46104,通常
2026/03/23,2,4,186,0,0,0,,,,558,0,11160,60,0.01805825243,886.5,847.5,770,689,642,572.5,572.5,6,1,69.5,2_46104,通常
2026/03/23,2,5,2634,11,5,0,164.625,239.4545455,526.8,7902,3120,95640,36.30979499,0.2557281553,210.2454545,243.2454545,312.7454545,369.7454545,388.7454545,457.1545455,210.2454545,1,0,33,2_46104,通常
2026/03/23,2,6,436,0,0,0,,,,1308,0,26160,60,0.04233009709,886.5,847.5,770,689,642,572.5,572.5,6,1,69.5,2_46104,通常
2026/03/23,2,7,1770,8,4,0,147.5,221.25,442.5,5310,2304,60120,33.96610169,0.1718446602,102,135,204.5,261.5,280.5,328,102,1,0,33,2_46104,通常
2026/03/23,2,8,3467,12,7,0,182.4736842,288.9166667,495.2857143,10401,3552,136980,39.50966253,0.3366019417,145.3452381,184.3452381,261.8452381,342.8452381,389.8452381,459.3452381,145.3452381,1,0,39,2_46104,通常
2026/03/23,2,9,2319,14,2,0,144.9375,165.6428571,1159.5,6957,3552,68100,29.36610608,0.2251456311,1233.107143,1266.107143,1335.607143,1392.607143,1411.607143,1459.107143,1233.107143,1,0,33,2_46104,通常
2026/03/23,2,10,3269,11,7,0,181.6111111,297.1818182,467,9807,3312,129900,39.73692261,0.3173786408,111.1818182,150.1818182,227.6818182,308.6818182,355.6818182,425.1818182,111.1818182,1,0,39,2_46104,通常
2026/03/23,3,1,2413,8,7,0,160.8666667,301.625,344.7142857,7239,2592,92940,38.51636966,0.2342718447,125.0535714,92.05357143,48.69642857,129.6964286,176.6964286,246.1964286,48.69642857,3,0,43.35714286,3_46104,通常
2026/03/23,3,2,452,1,1,0,226,452,452,1356,336,20400,45.13274336,0.04388349515,243.5,282.5,360,441,488,557.5,243.5,1,0,39,3_46104,通常
2026/03/23,3,3,3237,12,9,0,154.1428571,269.75,359.6666667,9711,3744,119340,36.86746988,0.3142718447,77.25,38.25,39.25,120.25,167.25,236.75,38.25,2,0,1,3_46104,通常
2026/03/23,3,4,289,2,0,0,144.5,144.5,,867,480,7740,26.78200692,0.02805825243,742,703,625.5,544.5,497.5,428,428,6,1,69.5,3_46104,通常
2026/03/23,3,5,2988,8,12,0,149.4,373.5,249,8964,3072,117840,39.437751,0.2900970874,340.5,307.5,238,181,162,174.5,162,5,0,12.5,3_46104,通常
2026/03/23,3,6,1120,2,1,0,373.3333333,560,1120,3360,576,55680,49.71428571,0.1087378641,1353.5,1392.5,1470,1551,1598,1667.5,1353.5,1,0,39,3_46104,通常
2026/03/23,3,7,665,1,3,0,166.25,665,221.6666667,1995,528,29340,44.12030075,0.0645631068,673,640,570.5,513.5,494.5,447,447,6,0,47.5,3_46104,通常
2026/03/23,3,8,758,1,1,0,379,758,758,2274,336,38760,51.13456464,0.07359223301,1008.5,1047.5,1125,1206,1253,1322.5,1008.5,1,0,39,3_46104,通常
2026/03/23,3,9,3334,15,8,0,144.9565217,222.2666667,416.75,10002,4368,112680,33.79724055,0.3236893204,62.35833333,95.35833333,164.8583333,221.8583333,240.8583333,288.3583333,62.35833333,1,0,33,3_46104,通常
2026/03/23,3,10,216,0,0,0,,,,648,0,12960,60,0.02097087379,886.5,847.5,770,689,642,572.5,572.5,6,1,69.5,3_46104,通常
2026/03/23,4,1,5897,29,12,0,143.8292683,203.3448276,491.4166667,17691,8112,191580,32.48770561,0.5725242718,193.2801724,226.2801724,295.7801724,352.7801724,371.7801724,419.2801724,193.2801724,1,0,33,4_46104,通常
2026/03/23,4,2,4383,11,17,0,156.5357143,398.4545455,257.8235294,13149,4272,177540,40.5065024,0.4255339806,352.2192513,319.2192513,249.7192513,192.7192513,173.7192513,212.6898396,173.7192513,5,0,19,4_46104,通常
2026/03/23,4,3,3784,13,10,0,164.5217391,291.0769231,378.4,11352,4080,145440,38.43551797,0.3673786408,63.97692308,30.97692308,88.67692308,169.6769231,216.6769231,286.1769231,30.97692308,2,0,33,4_46104,通常
2026/03/23,4,4,6543,24,24,0,136.3125,272.625,272.625,19629,8064,231300,35.35075653,0.6352427184,204.9375,171.1875,101.6875,44.6875,39.5625,109.0625,39.5625,5,0,5.125,4_46104,通常
2026/03/23,4,5,3119,9,11,0,155.95,346.5555556,283.5454545,9357,3216,122820,39.37800577,0.302815534,261.7373737,228.7373737,159.2373737,102.2373737,129.8737374,199.3737374,102.2373737,4,0,27.63636364,4_46104,通常
2026/03/23,4,6,6339,25,27,0,121.9038462,253.56,234.7777778,19017,8592,208500,32.89162328,0.6154368932,280.7733333,241.7733333,164.2733333,83.27333333,63.39333333,33.22666667,33.22666667,6,0,30.16666667,4_46104,通常
2026/03/23,4,7,664,1,0,0,664,664,,1992,240,35040,52.77108434,0.06446601942,1004.5,971.5,902,845,826,778.5,778.5,6,1,47.5,4_46104,通常
2026/03/23,4,8,4936,21,17,0,129.8947368,235.047619,290.3529412,14808,6672,162720,32.96596434,0.479223301,215.9229692,176.9229692,99.42296919,19.48179272,38.48179272,98.07703081,19.48179272,4,0,19,4_46104,通常
2026/03/23,4,9,5371,19,13,0,167.84375,282.6842105,413.1538462,16113,5808,206100,38.37274251,0.5214563107,15.91497976,54.91497976,132.4149798,213.4149798,260.4149798,329.9149798,15.91497976,1,0,39,4_46104,通常
2026/03/23,4,10,3211,9,10,0,169,356.7777778,321.1,9633,3120,130260,40.56680162,0.3117475728,215.6277778,182.6277778,113.1277778,149.4277778,196.4277778,265.9277778,113.1277778,3,0,36.3,4_46104,通常
2026/03/24,1,1,8115,33,29,1,130.8870968,245.9090909,279.8275862,24345,10704,272820,33.61922366,0.7878640777,220.8495298,181.8495298,104.3495298,23.34952978,23.65047022,93.15047022,23.34952978,4,0,0.3009404389,1_46105,特定日
2026/03/24,1,2,3164,13,6,1,166.5263158,243.3846154,527.3333333,9492,3696,115920,36.63716814,0.307184466,207.1153846,240.1153846,309.6153846,366.6153846,392.3846154,461.8846154,207.1153846,1,0,33,1_46105,特定日
2026/03/24,1,3,3400,5,9,1,242.8571429,680,377.7777778,10200,2064,162720,47.85882353,0.3300970874,453.8333333,420.8333333,476.6666667,557.6666667,604.6666667,674.1666667,420.8333333,2,0,33,1_46105,特定日
2026/03/24,1,4,2212,9,3,1,184.3333333,245.7777778,737.3333333,6636,2448,83760,37.86618445,0.2147572816,519.7222222,552.7222222,622.2222222,679.2222222,709.7777778,779.2777778,519.7222222,1,0,33,1_46105,特定日
2026/03/24,1,5,2850,13,7,1,142.5,219.2307692,407.1428571,8550,3792,95160,33.38947368,0.2766990291,56.55494505,83.98351648,153.4835165,210.4835165,229.4835165,276.9835165,56.55494505,1,0,27.42857143,1_46105,特定日
2026/03/24,1,6,7902,40,13,1,149.0943396,197.55,607.8461538,23706,10848,257160,32.54365983,0.767184466,373.7192308,406.7192308,476.2192308,533.2192308,552.2192308,599.7192308,373.7192308,1,0,33,1_46105,特定日
2026/03/24,1,7,9044,35,31,1,137.030303,258.4,291.7419355,27132,11376,315120,34.84298983,0.8780582524,190.4870968,151.4870968,73.98709677,7.012903226,54.01290323,123.5129032,7.012903226,4,0,47,1_46105,特定日
2026/03/24,1,8,4246,19,14,1,128.6666667,223.4736842,303.2857143,12738,5904,136680,32.19029675,0.4122330097,208.0977444,169.0977444,91.59774436,50.45488722,69.45488722,116.9548872,50.45488722,4,0,19,1_46105,特定日
2026/03/24,1,9,3919,14,12,1,150.7307692,279.9285714,326.5833333,11757,4512,144900,36.97371779,0.3804854369,130.5535714,97.55357143,28.05357143,80.80357143,127.8035714,197.3035714,28.05357143,3,0,52.75,1_46105,特定日
2026/03/24,1,10,2943,10,7,1,173.1176471,294.3,420.4285714,8829,3072,115140,39.12334353,0.2857281553,38.44285714,77.44285714,154.9428571,235.9428571,282.9428571,352.4428571,38.44285714,1,0,39,1_46105,特定日
2026/03/24,2,1,1211,3,1,0,302.75,403.6666667,1211,3633,816,56340,46.52353427,0.1175728155,1333.666667,1372.666667,1450.166667,1531.166667,1578.166667,1647.666667,1333.666667,1,0,39,2_46105,通常
2026/03/24,2,2,2598,9,3,0,216.5,288.6666667,866,7794,2448,106920,41.15473441,0.2522330097,701.1666667,740.1666667,817.6666667,898.6666667,945.6666667,1015.166667,701.1666667,1,0,39,2_46105,通常
2026/03/24,2,3,1469,2,4,0,244.8333333,734.5,367.25,4407,864,70860,48.23689585,0.1426213592,524.125,491.125,515.375,596.375,643.375,712.875,491.125,2,0,24.25,2_46105,通常
2026/03/24,2,4,4483,13,13,0,172.4230769,344.8461538,344.8461538,13449,4368,181620,40.5130493,0.4352427184,168.0769231,135.0769231,92.11538462,173.1153846,220.1153846,289.6153846,92.11538462,3,0,42.96153846,2_46105,通常
2026/03/24,2,5,3695,16,10,0,142.1153846,230.9375,369.5,11085,4800,125700,34.01894452,0.3587378641,101.3125,62.3125,85.3125,142.3125,161.3125,212.6875,62.3125,2,0,23,2_46105,通常
2026/03/24,2,6,1179,3,2,0,235.8,393,589.5,3537,912,52500,44.52926209,0.1144660194,390.75,429.75,507.25,588.25,635.25,704.75,390.75,1,0,39,2_46105,通常
2026/03/24,2,7,1390,3,2,0,278,463.3333333,695,4170,912,65160,46.87769784,0.1349514563,619.3333333,658.3333333,735.8333333,816.8333333,863.8333333,933.3333333,619.3333333,1,0,39,2_46105,通常
2026/03/24,2,8,1111,3,1,0,277.75,370.3333333,1111,3333,816,50340,45.31053105,0.1078640777,1150.333333,1189.333333,1266.833333,1347.833333,1394.833333,1464.333333,1150.333333,1,0,39,2_46105,通常
2026/03/24,2,9,1881,4,7,0,171,470.25,268.7142857,5643,1632,80220,42.64752791,0.1826213592,407.6785714,374.6785714,305.1785714,248.1785714,231.3214286,300.8214286,231.3214286,5,0,16.85714286,2_46105,通常
2026/03/24,2,10,1194,7,4,0,108.5454545,170.5714286,298.5,3582,2064,30360,25.42713568,0.1159223301,268.1785714,229.1785714,151.6785714,96.17857143,115.1785714,162.6785714,96.17857143,4,0,19,2_46105,通常
2026/03/24,3,1,1303,2,5,0,186.1428571,651.5,260.6,3909,960,58980,45.2647736,0.1265048544,601.1,568.1,498.6,441.6,422.6,469.9,422.6,5,0,19,3_46105,通常
2026/03/24,3,2,1864,8,3,0,169.4545455,233,621.3333333,5592,2208,67680,36.30901288,0.1809708738,358.5,391.5,461,518,537,592.5,358.5,1,0,33,3_46105,通常
2026/03/24,3,3,350,0,0,0,,,,1050,0,21000,60,0.03398058252,886.5,847.5,770,689,642,572.5,572.5,6,1,69.5,3_46105,通常
2026/03/24,3,4,670,1,2,0,223.3333333,670,335,2010,432,31560,47.10447761,0.06504854369,508,475,405.5,483.5,530.5,600,405.5,3,0,69.5,3_46105,通常
2026/03/24,3,5,3892,16,14,0,129.7333333,243.25,278,11676,5184,129840,33.36073998,0.3778640777,226.25,187.25,109.75,28.75,18.25,87.75,18.25,5,0,10.5,3_46105,通常
2026/03/24,3,6,556,2,1,0,185.3333333,278,556,1668,576,21840,39.28057554,0.05398058252,225.5,264.5,342,423,470,539.5,225.5,1,0,39,3_46105,通常
2026/03/24,3,7,381,0,0,0,,,,1143,0,22860,60,0.03699029126,886.5,847.5,770,689,642,572.5,572.5,6,1,69.5,3_46105,通常
2026/03/24,3,8,3075,11,8,0,161.8421053,279.5454545,384.375,9225,3408,116340,37.83414634,0.2985436893,43.48295455,10.48295455,86.10795455,167.1079545,214.1079545,283.6079545,10.48295455,2,0,33,3_46105,通常
2026/03/24,3,9,4360,17,14,0,140.6451613,256.4705882,311.4285714,13080,5424,153120,35.11926606,0.4233009709,162.8865546,123.8865546,46.38655462,34.61344538,81.61344538,151.1134454,34.61344538,4,0,11.77310924,3_46105,通常
2026/03/24,3,10,1050,2,2,0,262.5,525,525,3150,672,49560,47.2,0.1019417476,426,465,542.5,623.5,670.5,740,426,1,0,39,3_46105,通常
2026/03/24,4,1,2545,8,8,0,159.0625,318.125,318.125,7635,2688,98940,38.8762279,0.2470873786,181.4375,148.4375,78.9375,106.3125,153.3125,222.8125,78.9375,3,0,27.375,4_46105,通常
2026/03/24,4,2,5240,16,15,0,169.0322581,327.5,349.3333333,15720,5280,208800,39.84732824,0.5087378641,144,111,81.5,162.5,209.5,279,81.5,3,0,29.5,4_46105,通常
2026/03/24,4,3,2756,10,7,0,162.1176471,275.6,393.7142857,8268,3072,103920,37.70682148,0.2675728155,25.52857143,18.67142857,96.17142857,177.1714286,224.1714286,293.6714286,18.67142857,2,0,6.857142857,4_46105,通常
2026/03/24,4,4,3088,16,4,0,154.4,193,772,9264,4224,100800,32.64248705,0.2998058252,624.5,657.5,727,784,803,850.5,624.5,1,0,33,4_46105,通常
2026/03/24,4,5,2771,8,9,0,163,346.375,307.8888889,8313,2784,110580,39.90617106,0.2690291262,225.0416667,192.0416667,122.5416667,119.2083333,166.2083333,235.7083333,119.2083333,4,0,3.333333333,4_46105,通常
2026/03/24,4,6,2467,7,5,0,205.5833333,352.4285714,493.4,7401,2160,104820,42.48885286,0.2395145631,206.0285714,245.0285714,322.5285714,403.5285714,450.5285714,520.0285714,206.0285714,1,0,39,4_46105,通常
2026/03/24,4,7,3340,12,7,0,175.7894737,278.3333333,477.1428571,10020,3552,129360,38.73053892,0.3242718447,107.547619,146.547619,224.047619,305.047619,352.047619,421.547619,107.547619,1,0,39,4_46105,通常
2026/03/24,4,8,4273,16,12,0,152.6071429,267.0625,356.0833333,12819,4992,156540,36.63468289,0.4148543689,85.3125,46.3125,31.1875,112.1875,159.1875,228.6875,31.1875,3,0,15.125,4_46105,通常
2026/03/24,4,9,936,2,2,0,234,468,468,2808,672,42720,45.64102564,0.09087378641,283.5,322.5,400,481,528,597.5,283.5,1,0,39,4_46105,通常
2026/03/24,4,10,4475,13,22,0,127.8571429,344.2307692,203.4090909,13425,5232,163860,36.61675978,0.4344660194,379.6171329,346.6171329,277.1171329,220.1171329,201.1171329,153.6171329,153.6171329,6,0,47.5,4_46105,通常
2026/03/25,1,1,6124,28,25,1,115.5471698,218.7142857,244.96,18372,9120,185040,30.2155454,0.5945631068,300.3457143,261.3457143,183.8457143,102.8457143,55.84571429,34.22571429,34.22571429,6,0,21.62,1_46106,特定日
2026/03/25,1,2,2536,5,11,1,158.5,507.2,230.5454545,7608,2256,107040,42.20820189,0.2462135922,501.8818182,468.8818182,399.3818182,342.3818182,323.3818182,280.5181818,280.5181818,6,0,42.86363636,1_46106,特定日
2026/03/25,1,3,7086,28,42,1,101.2285714,253.0714286,168.7142857,21258,10752,210120,29.65283658,0.687961165,380.3571429,341.3571429,263.8571429,182.8571429,162,114.5,114.5,6,0,47.5,1_46106,特定日
2026/03/25,1,4,432,0,2,1,216,,216,1296,192,22080,51.11111111,0.04194174757,562.5,523.5,446,365,318,248.5,248.5,6,1,69.5,1_46106,特定日
2026/03/25,1,5,5668,26,25,1,111.1372549,218,226.72,17004,8640,167280,29.51305575,0.5502912621,328.42,289.42,211.92,130.92,83.92,14.42,14.42,6,0,69.5,1_46106,特定日
2026/03/25,1,6,775,1,2,1,258.3333333,775,387.5,2325,432,37860,48.8516129,0.07524271845,534.25,508.75,586.25,667.25,714.25,783.75,508.75,2,0,25.5,1_46106,特定日
2026/03/25,1,7,8399,36,41,1,109.0779221,233.3055556,204.8536585,25197,12576,252420,30.05357781,0.8154368932,345.9139566,306.9139566,229.4139566,148.4139566,101.4139566,40.52506775,40.52506775,6,0,60.88888889,1_46106,特定日
2026/03/25,1,8,4562,20,16,1,126.7222222,228.1,285.125,13686,6336,147000,32.22270934,0.4429126214,230.7125,191.7125,114.2125,33.2125,37.5875,85.0875,33.2125,4,0,4.375,1_46106,特定日
2026/03/25,1,9,1014,2,2,1,253.5,507,507,3042,672,47400,46.74556213,0.09844660194,381,420,497.5,578.5,625.5,695,381,1,0,39,1_46106,特定日
2026/03/25,1,10,3007,13,10,1,130.7391304,231.3076923,300.7,9021,4080,98820,32.86331892,0.2919417476,204.1423077,165.1423077,87.64230769,38.74230769,57.74230769,109.8576923,38.74230769,4,0,19,1_46106,特定日
2026/03/25,2,1,6492,27,22,1,132.4897959,240.4444444,295.0909091,19476,8592,217680,33.53049908,0.6302912621,203.4191919,164.4191919,86.91919192,21.19191919,41.08080808,110.5808081,21.19191919,4,0,19.88888889,2_46106,特定日
2026/03/25,2,2,1008,1,2,1,336,1008,504,3024,432,51840,51.42857143,0.09786407767,877.5,916.5,994,1075,1122,1191.5,877.5,1,0,39,2_46106,特定日
2026/03/25,2,3,2912,8,9,1,171.2941176,364,323.5555556,8736,2784,119040,40.87912088,0.2827184466,219.1666667,186.1666667,116.6666667,160.3333333,207.3333333,276.8333333,116.6666667,3,0,43.66666667,2_46106,特定日
2026/03/25,2,4,6131,25,18,1,142.5813953,245.24,340.6111111,18393,7728,213300,34.79040939,0.5952427184,130.3433333,91.34333333,27.67666667,84.67666667,114.1566667,183.6566667,27.67666667,3,0,57,2_46106,特定日
2026/03/25,2,5,2756,10,4,1,196.8571429,275.6,689,8268,2784,109680,39.79680697,0.2675728155,422.6,461.6,539.1,620.1,667.1,736.6,422.6,1,0,39,2_46106,特定日
2026/03/25,2,6,1879,2,3,1,375.8,939.5,626.3333333,5637,768,97380,51.82543906,0.1824271845,992.5,1031.5,1109,1190,1237,1306.5,992.5,1,0,39,2_46106,特定日
2026/03/25,2,7,5724,19,18,1,154.7027027,301.2631579,318,17172,6288,217680,38.0293501,0.5557281553,164.7631579,131.7631579,62.26315789,89.26315789,136.2631579,205.7631579,62.26315789,3,0,27,2_46106,特定日
2026/03/25,2,8,2762,7,6,1,212.4615385,394.5714286,460.3333333,8286,2256,120600,43.66401159,0.2681553398,198.5714286,237.5714286,315.0714286,396.0714286,443.0714286,512.5714286,198.5714286,1,0,39,2_46106,特定日
2026/03/25,2,9,6305,28,16,1,143.2954545,225.1785714,394.0625,18915,8256,213180,33.8112609,0.6121359223,70.22767857,58.41517857,127.9151786,184.9151786,203.9151786,251.4151786,58.41517857,2,0,11.8125,2_46106,特定日
2026/03/25,2,10,5502,17,19,1,152.8333333,323.6470588,289.5789474,16506,5904,212040,38.5387132,0.5341747573,229.7786378,196.7786378,127.2786378,70.27863777,116.0154799,185.5154799,70.27863777,4,0,45.73684211,2_46106,特定日
2026/03/25,3,1,5724,24,18,0,136.2857143,238.5,318,17172,7488,193680,33.83647799,0.5557281553,171,132,54.5,57.5,76.5,143,54.5,3,0,3,3_46106,通常
2026/03/25,3,2,422,1,0,0,422,422,,1266,240,20520,48.62559242,0.04097087379,762.5,729.5,660,603,584,536.5,536.5,6,1,47.5,3_46106,通常
2026/03/25,3,3,3607,18,11,0,124.3793103,200.3888889,327.9090909,10821,5376,108900,30.1912947,0.3501941748,194.2474747,155.2474747,77.74747475,110.4747475,129.4747475,176.9747475,77.74747475,3,0,32.72727273,3_46106,通常
2026/03/25,3,4,1824,11,6,0,107.2941176,165.8181818,304,5472,3216,45120,24.73684211,0.1770873786,264.6818182,225.6818182,148.1818182,109.1818182,128.1818182,175.6818182,109.1818182,4,0,19,3_46106,通常
2026/03/25,3,5,951,1,4,0,190.2,951,237.75,2853,624,44580,46.87697161,0.09233009709,934.875,901.875,832.375,775.375,756.375,735.125,735.125,6,0,21.25,3_46106,通常
2026/03/25,3,6,3202,9,12,0,152.4761905,355.7777778,266.8333333,9606,3312,125880,39.31292942,0.3108737864,296.0277778,263.0277778,193.5277778,136.5277778,117.5277778,183.5277778,117.5277778,5,0,19,3_46106,通常
2026/03/25,3,7,1763,10,4,0,125.9285714,176.3,440.75,5289,2784,50100,28.41747022,0.1711650485,144.325,177.325,246.825,303.825,322.825,370.325,144.325,1,0,33,3_46106,通常
2026/03/25,3,8,3188,9,11,0,159.4,354.2222222,289.8181818,9564,3216,126960,39.82434128,0.3095145631,259.9949495,226.9949495,157.4949495,100.4949495,146.9494949,216.4494949,100.4949495,4,0,46.45454545,3_46106,通常
2026/03/25,3,9,276,0,1,0,276,,276,828,96,14640,53.04347826,0.0267961165,472.5,433.5,356,275,252,299.5,252,5,1,23,3_46106,通常
2026/03/25,3,10,653,1,0,0,653,653,,1959,240,34380,52.64931087,0.06339805825,993.5,960.5,891,834,815,767.5,767.5,6,1,47.5,3_46106,通常
2026/03/25,4,1,3745,10,9,0,197.1052632,374.5,416.1111111,11235,3264,159420,42.56875834,0.363592233,112.1666667,151.1666667,228.6666667,309.6666667,356.6666667,426.1666667,112.1666667,1,0,39,4_46106,通常
2026/03/25,4,2,6774,29,18,0,144.1276596,233.5862069,376.3333333,20322,8688,232680,34.3489814,0.6576699029,88.4137931,49.4137931,92.9137931,149.9137931,168.9137931,225.5862069,49.4137931,2,0,39,4_46106,通常
2026/03/25,4,3,5755,18,14,0,179.84375,319.7222222,411.0714286,17265,5664,232020,40.31624674,0.5587378641,49.82936508,88.82936508,166.3293651,247.3293651,294.3293651,363.8293651,49.82936508,1,0,39,4_46106,通常
2026/03/25,4,4,2494,4,5,0,277.1111111,623.5,498.8,7482,1440,120840,48.45228549,0.2421359223,485.2,524.2,601.7,682.7,729.7,799.2,485.2,1,0,39,4_46106,通常
2026/03/25,4,5,6338,26,27,0,119.5849057,243.7692308,234.7407407,19014,8832,203640,32.13000947,0.6153398058,290.6196581,251.6196581,174.1196581,93.11965812,53.65811966,23.38034188,23.38034188,6,0,30.27777778,4_46106,通常
2026/03/25,4,6,7543,31,32,0,119.7301587,243.3225806,235.71875,22629,10512,242340,32.12780061,0.7323300971,289.5992944,250.5992944,173.0992944,92.09929435,51.74445565,24.40070565,24.40070565,6,0,27.34375,4_46106,通常
2026/03/25,4,7,5325,21,16,0,143.9189189,253.5714286,332.8125,15975,6576,187980,35.30140845,0.5169902913,133.7098214,94.70982143,17.20982143,64.64732143,110.7901786,180.2901786,17.20982143,3,0,47.4375,4_46106,通常
2026/03/25,4,8,2810,10,9,0,147.8947368,281,312.2222222,8430,3264,103320,36.76868327,0.272815534,153.1666667,120.1666667,50.66666667,60.33333333,107.3333333,176.8333333,50.66666667,3,0,9.666666667,4_46106,通常
2026/03/25,4,9,4218,15,10,0,168.72,281.2,421.8,12654,4560,161880,38.37837838,0.4095145631,27.4,66.4,143.9,224.9,271.9,341.4,27.4,1,0,39,4_46106,通常
2026/03/25,4,10,2765,28,4,0,86.40625,98.75,691.25,8295,7104,23820,8.61482821,0.2684466019,597.625,630.625,700.125,757.125,776.125,823.625,597.625,1,0,33,4_46106,通常
2026/03/26,1,1,3893,13,8,1,185.3809524,299.4615385,486.625,11679,3888,155820,40.02568713,0.377961165,142.8990385,181.8990385,259.3990385,340.3990385,387.3990385,456.8990385,142.8990385,1,0,39,1_46107,特定日
2026/03/26,1,2,2556,14,6,1,127.8,182.5714286,426,7668,3936,74640,29.20187793,0.2481553398,115.9285714,148.9285714,218.4285714,275.4285714,294.4285714,341.9285714,115.9285714,1,0,33,1_46107,特定日
2026/03/26,1,3,5446,19,19,1,143.3157895,286.6315789,286.6315789,16338,6384,199080,36.55526992,0.5287378641,197.1842105,164.1842105,94.68421053,37.68421053,74.57894737,144.0789474,37.68421053,4,0,36.89473684,1_46107,特定日
2026/03/26,1,4,4784,19,10,1,164.9655172,251.7894737,478.4,14352,5520,176640,36.92307692,0.4644660194,125.3105263,158.3105263,227.8105263,284.8105263,327.3894737,396.8894737,125.3105263,1,0,33,1_46107,特定日
2026/03/26,1,5,3237,8,10,1,179.8333333,404.625,323.7,9711,2880,136620,42.20574606,0.3142718447,259.575,226.575,157.075,201.175,248.175,317.675,157.075,3,0,44.1,1_46107,特定日
2026/03/26,1,6,4130,15,13,1,147.5,275.3333333,317.6923077,12390,4848,150840,36.52300242,0.4009708738,139.2948718,106.2948718,36.79487179,62.87179487,109.8717949,179.3717949,36.79487179,3,0,26.07692308,1_46107,特定日
2026/03/26,1,7,4543,19,14,1,137.6666667,239.1052632,324.5,13629,5904,154500,34.00836452,0.4410679612,160.6447368,121.6447368,44.14473684,66.64473684,85.64473684,153.3552632,44.14473684,3,0,22.5,1_46107,特定日
2026/03/26,1,8,1904,8,2,1,190.4,238,952,5712,2112,72000,37.81512605,0.1848543689,849.5,882.5,952,1009,1028,1093.5,849.5,1,0,33,1_46107,特定日
2026/03/26,1,9,1418,3,4,1,202.5714286,472.6666667,354.5,4254,1104,63000,44.42877292,0.1376699029,281.4166667,248.4166667,234.4166667,315.4166667,362.4166667,431.9166667,234.4166667,3,0,14,1_46107,特定日
2026/03/26,1,10,6553,32,20,1,126.0192308,204.78125,327.65,19659,9600,201180,30.70044255,0.6362135922,190.24375,151.24375,73.74375,105.69375,124.69375,172.19375,73.74375,3,0,31.95,1_46107,特定日
2026/03/26,2,1,5916,28,24,0,113.7692308,211.2857143,246.5,17748,9024,174480,29.49290061,0.574368932,305.4642857,266.4642857,188.9642857,107.9642857,60.96428571,43.96428571,43.96428571,6,0,17,2_46107,通常
2026/03/26,2,2,392,1,0,0,392,392,,1176,240,18720,47.75510204,0.03805825243,732.5,699.5,630,573,554,506.5,506.5,6,1,47.5,2_46107,通常
2026/03/26,2,3,2505,3,7,0,250.5,835,357.8571429,7515,1392,122460,48.88622754,0.2432038835,638.7142857,605.7142857,601.7857143,682.7857143,729.7857143,799.2857143,601.7857143,3,0,3.928571429,2_46107,通常
2026/03/26,2,4,2669,6,6,0,222.4166667,444.8333333,444.8333333,8007,2016,119820,44.89321843,0.2591262136,225.5833333,264.5833333,342.0833333,423.0833333,470.0833333,539.5833333,225.5833333,1,0,39,2_46107,通常
2026/03/26,2,5,3526,15,16,0,113.7419355,235.0666667,220.375,10578,5136,108840,30.86783891,0.3423300971,320.8708333,281.8708333,204.3708333,123.3708333,76.37083333,19.00416667,19.00416667,6,0,57.36666667,2_46107,通常
